Date,Flight Number,Destination,Delay,Month
7/24/15,1717,ORD,16,July
7/24/15,1721,KOA,0,July
7/24/15,1723,KOA,-2,July
7/24/15,1725,OGG,-2,July
7/24/15,1727,IND,-6,July
7/24/15,1731,BOS,12,July
7/24/15,1742,EWR,183,July
7/24/15,1748,AUS,34,July
7/24/15,1751,LAS,-3,July
7/24/15,1754,EWR,36,July
7/24/15,1756,BOS,0,July
7/24/15,1774,IAD,-4,July
7/24/15,1796,IAD,64,July
7/24/15,1900,PHL,4,July
7/24/15,1914,IAH,28,July
7/24/15,1916,DEN,12,July
7/24/15,1922,EWR,-4,July
7/24/15,1927,IAH,1,July
7/24/15,1928,ORD,6,July
7/24/15,1937,IAH,28,July
7/24/15,1942,LAX,57,July
7/24/15,1944,EWR,2,July
7/24/15,1946,BOS,0,July
7/24/15,1947,BWI,30,July
7/24/15,1950,CLE,0,July
7/24/15,1957,MCO,-1,July
7/24/15,1958,EWR,7,July
7/24/15,1960,LAX,1,July
7/24/15,1970,ORD,37,July
7/24/15,1973,ORD,11,July
7/24/15,1975,FLL,7,July
7/24/15,1982,SEA,53,July
7/24/15,1984,PDX,4,July
7/24/15,1993,IAD,0,July
7/24/15,2000,PHX,45,July
7/25/15,72,LAX,8,July
7/25/15,73,HNL,-2,July
7/25/15,205,PDX,4,July
7/25/15,229,IAH,44,July
7/25/15,234,IAH,-8,July
7/25/15,249,IAD,-3,July
7/25/15,256,AUS,89,July
7/25/15,268,SNA,-4,July
7/25/15,277,SNA,-5,July
7/25/15,300,HNL,41,July
7/25/15,309,IAD,4,July
7/25/15,317,IND,5,July
7/25/15,329,DEN,17,July
7/25/15,331,DEN,0,July
7/25/15,351,SEA,-3,July
7/25/15,353,RDU,-6,July
7/25/15,358,PDX,22,July
7/25/15,361,LIH,-4,July
7/25/15,378,IAH,5,July
7/25/15,384,PHL,0,July
7/25/15,390,ORD,-4,July
7/25/15,401,CLE,0,July
7/25/15,422,BOS,-7,July
7/25/15,444,BOS,23,July
7/25/15,466,IAH,9,July
7/25/15,478,LAX,-5,July
7/25/15,479,LAX,-3,July
7/25/15,485,ORD,-1,July
7/25/15,497,SLC,-4,July
7/25/15,522,PDX,-3,July
7/25/15,525,LAS,53,July
7/25/15,526,DEN,8,July
7/25/15,540,DEN,16,July
7/25/15,560,DFW,-4,July
7/25/15,580,PDX,97,July
7/25/15,599,BOS,-4,July
7/25/15,614,SNA,19,July
7/25/15,618,IAH,1,July
7/25/15,624,ORD,21,July
7/25/15,626,ORD,1,July
7/25/15,637,JFK,-2,July
7/25/15,650,AUS,2,July
7/25/15,663,HNL,3,July
7/25/15,693,IAH,-4,July
7/25/15,710,DEN,-2,July
7/25/15,721,EWR,-2,July
7/25/15,758,JFK,-3,July
7/25/15,760,JFK,6,July
7/25/15,768,BOS,-2,July
7/25/15,814,LAX,-7,July
7/25/15,824,JFK,2,July
7/25/15,1004,LAX,-3,July
7/25/15,1021,EWR,0,July
7/25/15,1060,IAH,15,July
7/25/15,1072,IAD,13,July
7/25/15,1073,BOS,-1,July
7/25/15,1091,DEN,21,July
7/25/15,1092,LAS,6,July
7/25/15,1111,EWR,-4,July
7/25/15,1118,EWR,-5,July
7/25/15,1120,ATL,52,July
7/25/15,1122,HNL,13,July
7/25/15,1135,RDU,34,July
7/25/15,1143,PIT,5,July
7/25/15,1159,CLE,51,July
7/25/15,1168,EWR,3,July
7/25/15,1173,HNL,-3,July
7/25/15,1177,ORD,6,July
7/25/15,1189,ORD,6,July
7/25/15,1197,IAH,-8,July
7/25/15,1204,IAH,16,July
7/25/15,1211,ORD,2,July
7/25/15,1227,EWR,29,July
7/25/15,1246,KOA,7,July
7/25/15,1252,MCO,-1,July
7/25/15,1255,SAN,15,July
7/25/15,1257,ANC,-2,July
7/25/15,1263,LAX,-2,July
7/25/15,1273,OGG,20,July
7/25/15,1276,LAX,-2,July
7/25/15,1283,SAN,31,July
7/25/15,1288,IAD,1,July
7/25/15,1440,DFW,3,July
7/25/15,1447,DEN,17,July
7/25/15,1453,SEA,6,July
7/25/15,1523,SEA,0,July
7/25/15,1526,SEA,4,July
7/25/15,1581,OGG,25,July
7/25/15,1600,KOA,2,July
7/25/15,1601,MCO,39,July
7/25/15,1608,EWR,13,July
7/25/15,1614,LAS,15,July
7/25/15,1645,IAD,0,July
7/25/15,1662,ORD,14,July
7/25/15,1668,ORD,-1,July
7/25/15,1670,HNL,1,July
7/25/15,1684,LIH,-3,July
7/25/15,1686,DCA,46,July
7/25/15,1710,LAX,41,July
7/25/15,1721,KOA,28,July
7/25/15,1723,KOA,2,July
7/25/15,1725,OGG,59,July
7/25/15,1728,ORD,114,July
7/25/15,1734,OGG,-1,July
7/25/15,1742,EWR,1,July
7/25/15,1749,OGG,-5,July
7/25/15,1751,LAS,-3,July
7/25/15,1754,EWR,-1,July
7/25/15,1756,BOS,-1,July
7/25/15,1773,DEN,-2,July
7/25/15,1774,IAD,-1,July
7/25/15,1796,IAD,5,July
7/25/15,1866,PHX,-4,July
7/25/15,1900,PHL,1,July
7/25/15,1909,SEA,-3,July
7/25/15,1912,BOS,-2,July
7/25/15,1922,EWR,-3,July
7/25/15,1930,IAD,-2,July
7/25/15,1937,IAH,5,July
7/25/15,1942,LAX,8,July
7/25/15,1944,EWR,55,July
7/25/15,1947,BWI,-8,July
7/25/15,1957,MCO,3,July
7/25/15,1970,ORD,1,July
7/25/15,1973,ORD,1,July
7/25/15,1975,FLL,0,July
7/25/15,1984,PDX,2,July
7/25/15,2000,PHX,48,July
7/26/15,72,LAX,-1,July
7/26/15,73,HNL,4,July
7/26/15,205,PDX,-10,July
7/26/15,217,EWR,8,July
7/26/15,244,PDX,-5,July
7/26/15,249,IAD,-1,July
7/26/15,256,AUS,-1,July
7/26/15,258,MSP,56,July
7/26/15,267,PHL,20,July
7/26/15,268,SNA,2,July
7/26/15,276,EWR,-6,July
7/26/15,277,SNA,34,July
7/26/15,281,LAX,38,July
7/26/15,294,DFW,7,July
7/26/15,300,HNL,117,July
7/26/15,317,IND,-9,July
7/26/15,329,DEN,-4,July
7/26/15,331,DEN,24,July
7/26/15,353,DEN,20,July
7/26/15,355,IAD,-5,July
7/26/15,361,LIH,-4,July
7/26/15,392,LAS,5,July
7/26/15,395,LAS,-5,July
7/26/15,399,RDU,5,July
7/26/15,401,CLE,-6,July
7/26/15,444,BOS,2,July
7/26/15,477,ORD,9,July
7/26/15,480,PIT,1,July
7/26/15,497,SLC,2,July
7/26/15,498,SAN,-6,July
7/26/15,500,ORD,2,July
7/26/15,502,JFK,32,July
7/26/15,522,PDX,12,July
7/26/15,540,DEN,15,July
7/26/15,569,AUS,53,July
7/26/15,572,ORD,5,July
7/26/15,579,DEN,-4,July
7/26/15,580,PDX,9,July
7/26/15,583,LAS,-7,July
7/26/15,599,BOS,-2,July
7/26/15,614,SNA,16,July
7/26/15,618,IAH,16,July
7/26/15,637,JFK,61,July
7/26/15,650,AUS,-5,July
7/26/15,663,HNL,2,July
7/26/15,681,LAX,31,July
7/26/15,704,JFK,-1,July
7/26/15,710,DEN,22,July
7/26/15,718,SAN,-4,July
7/26/15,741,EWR,11,July
7/26/15,743,BOS,33,July
7/26/15,750,LAX,31,July
7/26/15,758,JFK,-5,July
7/26/15,760,JFK,-1,July
7/26/15,796,LAS,-3,July
7/26/15,824,JFK,-7,July
7/26/15,834,DEN,-4,July
7/26/15,864,RNO,74,July
7/26/15,887,LAX,4,July
7/26/15,898,JFK,4,July
7/26/15,1029,DFW,26,July
7/26/15,1038,LAS,24,July
7/26/15,1060,IAH,3,July
7/26/15,1073,BOS,0,July
7/26/15,1111,EWR,-3,July
7/26/15,1120,IAH,51,July
7/26/15,1122,HNL,13,July
7/26/15,1159,LAS,-5,July
7/26/15,1161,ORD,20,July
7/26/15,1168,EWR,21,July
7/26/15,1173,HNL,-3,July
7/26/15,1182,DCA,-2,July
7/26/15,1183,LAS,51,July
7/26/15,1185,EWR,20,July
7/26/15,1197,IAH,0,July
7/26/15,1204,IAH,15,July
7/26/15,1227,EWR,3,July
7/26/15,1250,IAH,2,July
7/26/15,1252,MCO,7,July
7/26/15,1255,SAN,-2,July
7/26/15,1257,ANC,46,July
7/26/15,1263,MCO,2,July
7/26/15,1273,OGG,53,July
7/26/15,1276,LAX,66,July
7/26/15,1415,PDX,4,July
7/26/15,1438,EWR,15,July
7/26/15,1447,DEN,-2,July
7/26/15,1451,SEA,30,July
7/26/15,1453,SEA,113,July
7/26/15,1454,DEN,-1,July
7/26/15,1457,IAH,-5,July
7/26/15,1523,SEA,6,July
7/26/15,1526,SEA,77,July
7/26/15,1563,ORD,5,July
7/26/15,1570,BOS,4,July
7/26/15,1572,SAN,7,July
7/26/15,1586,ORD,-3,July
7/26/15,1591,ORD,-1,July
7/26/15,1602,ATL,59,July
7/26/15,1608,EWR,-2,July
7/26/15,1616,SEA,-5,July
7/26/15,1635,DEN,-4,July
7/26/15,1641,IAD,59,July
7/26/15,1662,RDU,-3,July
7/26/15,1668,ORD,3,July
7/26/15,1670,HNL,17,July
7/26/15,1671,SAN,-5,July
7/26/15,1681,PHL,76,July
7/26/15,1683,LAX,17,July
7/26/15,1684,LIH,21,July
7/26/15,1686,BOS,-4,July
7/26/15,1699,ATL,2,July
7/26/15,1717,ORD,23,July
7/26/15,1721,KOA,-6,July
7/26/15,1723,KOA,39,July
7/26/15,1725,OGG,3,July
7/26/15,1728,ORD,11,July
7/26/15,1731,BOS,73,July
7/26/15,1742,EWR,29,July
7/26/15,1749,OGG,54,July
7/26/15,1756,SAN,15,July
7/26/15,1774,IAD,-1,July
7/26/15,1780,SEA,75,July
7/26/15,1796,IAD,19,July
7/26/15,1912,BOS,9,July
7/26/15,1914,IAH,-1,July
7/26/15,1922,EWR,-1,July
7/26/15,1928,ORD,35,July
7/26/15,1930,IAD,39,July
7/26/15,1937,IAH,6,July
7/26/15,1944,EWR,23,July
7/26/15,1947,BWI,63,July
7/26/15,1950,CLE,1,July
7/26/15,1954,ORD,0,July
7/26/15,1957,MCO,17,July
7/26/15,1960,LAX,24,July
7/26/15,1973,ORD,11,July
7/26/15,1975,FLL,21,July
7/26/15,1984,PDX,-1,July
7/26/15,1993,IAD,35,July
7/26/15,2000,PHX,5,July
7/27/15,72,LAX,-2,July
7/27/15,73,HNL,34,July
7/27/15,205,PDX,-5,July
7/27/15,217,BOS,-11,July
7/27/15,234,IAH,0,July
7/27/15,237,STL,-2,July
7/27/15,249,IAD,-6,July
7/27/15,258,MSP,2,July
7/27/15,268,SNA,4,July
7/27/15,276,EWR,-5,July
7/27/15,289,LAS,-2,July
7/27/15,294,DFW,-3,July
7/27/15,300,HNL,45,July
7/27/15,309,IAD,-4,July
7/27/15,318,DEN,10,July
7/27/15,322,IAH,-1,July
7/27/15,325,BOS,-5,July
7/27/15,330,AUS,-1,July
7/27/15,355,IAD,-4,July
7/27/15,361,LIH,0,July
7/27/15,362,BOS,-4,July
7/27/15,394,LAS,-4,July
7/27/15,399,RDU,-6,July
7/27/15,414,SAN,3,July
7/27/15,427,OGG,6,July
7/27/15,444,BOS,44,July
7/27/15,478,LAX,-5,July
7/27/15,479,LAX,23,July
7/27/15,480,PIT,-2,July
7/27/15,486,IAD,7,July
7/27/15,493,PHL,-1,July
7/27/15,497,SLC,-5,July
7/27/15,502,JFK,8,July
7/27/15,522,PDX,12,July
7/27/15,525,LAS,0,July
7/27/15,569,AUS,-3,July
7/27/15,572,ORD,385,July
7/27/15,580,PDX,32,July
7/27/15,583,LAS,-2,July
7/27/15,611,SEA,7,July
7/27/15,614,SNA,-6,July
7/27/15,620,ORD,-2,July
7/27/15,637,JFK,2,July
7/27/15,650,AUS,53,July
7/27/15,663,HNL,6,July
7/27/15,677,RNO,-7,July
7/27/15,691,SAN,5,July
7/27/15,704,JFK,0,July
7/27/15,718,IAH,-6,July
7/27/15,734,ORD,-5,July
7/27/15,753,DEN,22,July
7/27/15,758,JFK,-7,July
7/27/15,760,JFK,-1,July
7/27/15,778,ORD,-4,July
7/27/15,788,BOS,175,July
7/27/15,820,ORD,41,July
7/27/15,824,JFK,17,July
7/27/15,864,RNO,-9,July
7/27/15,887,LAX,-2,July
7/27/15,898,JFK,6,July
7/27/15,1004,LAX,-2,July
7/27/15,1029,DFW,70,July
7/27/15,1038,LAS,-3,July
7/27/15,1062,MSP,6,July
7/27/15,1073,BOS,12,July
7/27/15,1084,SEA,-1,July
7/27/15,1091,DEN,113,July
7/27/15,1109,DEN,0,July
7/27/15,1118,EWR,1,July
7/27/15,1120,IAH,6,July
7/27/15,1122,HNL,18,July
7/27/15,1124,SEA,69,July
7/27/15,1135,EWR,0,July
7/27/15,1149,EWR,-2,July
7/27/15,1168,EWR,4,July
7/27/15,1178,PDX,8,July
7/27/15,1182,LAX,21,July
7/27/15,1185,EWR,-3,July
7/27/15,1192,LAX,32,July
7/27/15,1197,IAH,2,July
7/27/15,1216,LAS,-8,July
7/27/15,1227,EWR,13,July
7/27/15,1247,SAN,-1,July
7/27/15,1250,IAH,-4,July
7/27/15,1252,MCO,-3,July
7/27/15,1257,ANC,13,July
7/27/15,1263,MCO,16,July
7/27/15,1273,OGG,-4,July
7/27/15,1401,SAN,23,July
7/27/15,1415,PDX,29,July
7/27/15,1438,EWR,7,July
7/27/15,1453,SEA,34,July
7/27/15,1454,DEN,-6,July
7/27/15,1474,DEN,19,July
7/27/15,1497,SEA,36,July
7/27/15,1499,IAD,7,July
7/27/15,1517,SAN,0,July
7/27/15,1523,SEA,7,July
7/27/15,1526,SEA,3,July
7/27/15,1531,RDU,-6,July
7/27/15,1549,IAH,-9,July
7/27/15,1563,ORD,5,July
7/27/15,1579,LAX,37,July
7/27/15,1586,ORD,-6,July
7/27/15,1591,ORD,67,July
7/27/15,1593,EWR,-4,July
7/27/15,1602,ATL,-1,July
7/27/15,1608,EWR,7,July
7/27/15,1614,LAS,3,July
7/27/15,1616,SEA,9,July
7/27/15,1641,IAD,0,July
7/27/15,1645,IAD,-2,July
7/27/15,1660,DEN,7,July
7/27/15,1662,ORD,9,July
7/27/15,1668,ORD,0,July
7/27/15,1670,HNL,17,July
7/27/15,1671,SAN,-7,July
7/27/15,1674,EWR,49,July
7/27/15,1681,PHL,42,July
7/27/15,1683,EWR,7,July
7/27/15,1684,LIH,30,July
7/27/15,1686,DCA,0,July
7/27/15,1699,ATL,11,July
7/27/15,1710,LAX,4,July
7/27/15,1717,ORD,7,July
7/27/15,1721,KOA,0,July
7/27/15,1723,KOA,11,July
7/27/15,1725,OGG,44,July
7/27/15,1727,IND,4,July
7/27/15,1728,ORD,3,July
7/27/15,1731,BOS,34,July
7/27/15,1742,EWR,5,July
7/27/15,1748,AUS,44,July
7/27/15,1751,LAS,0,July
7/27/15,1754,EWR,3,July
7/27/15,1774,IAD,79,July
7/27/15,1780,SEA,14,July
7/27/15,1796,IAD,14,July
7/27/15,1900,ORD,8,July
7/27/15,1914,IAH,-4,July
7/27/15,1916,DEN,25,July
7/27/15,1922,EWR,-6,July
7/27/15,1927,IAH,-3,July
7/27/15,1928,ORD,0,July
7/27/15,1937,IAH,7,July
7/27/15,1942,LAX,49,July
7/27/15,1944,EWR,-1,July
7/27/15,1946,BOS,-3,July
7/27/15,1947,BWI,9,July
7/27/15,1950,CLE,22,July
7/27/15,1957,MCO,40,July
7/27/15,1960,LAX,21,July
7/27/15,1970,ORD,4,July
7/27/15,1973,ORD,24,July
7/27/15,1975,FLL,46,July
7/27/15,1984,PDX,-1,July
7/27/15,1993,IAD,-4,July
7/27/15,2000,PHX,1,July
7/28/15,72,LAX,51,July
7/28/15,73,HNL,0,July
7/28/15,205,PDX,-2,July
7/28/15,217,BOS,-7,July
7/28/15,237,STL,9,July
7/28/15,249,IAD,22,July
7/28/15,258,MSP,-3,July
7/28/15,268,SNA,30,July
7/28/15,276,EWR,0,July
7/28/15,294,DFW,-8,July
7/28/15,300,HNL,1,July
7/28/15,309,IAD,-3,July
7/28/15,318,DEN,16,July
7/28/15,322,IAH,18,July
7/28/15,325,BOS,0,July
7/28/15,329,DEN,33,July
7/28/15,330,AUS,-6,July
7/28/15,331,DEN,22,July
7/28/15,355,IAD,36,July
7/28/15,361,LIH,0,July
7/28/15,390,ORD,32,July
7/28/15,394,LAS,2,July
7/28/15,401,CLE,1,July
7/28/15,414,SAN,4,July
7/28/15,427,OGG,176,July
7/28/15,444,BOS,-4,July
7/28/15,477,ORD,18,July
7/28/15,478,LAX,-5,July
7/28/15,479,LAX,-7,July
7/28/15,497,SLC,-4,July
7/28/15,502,JFK,8,July
7/28/15,522,PDX,24,July
7/28/15,560,DFW,-1,July
7/28/15,572,ORD,10,July
7/28/15,579,DEN,-5,July
7/28/15,580,PDX,-5,July
7/28/15,591,IAH,-4,July
7/28/15,608,SEA,9,July
7/28/15,611,SEA,-3,July
7/28/15,614,SNA,33,July
7/28/15,620,ORD,-2,July
7/28/15,624,ORD,0,July
7/28/15,637,JFK,-2,July
7/28/15,650,AUS,-6,July
7/28/15,663,HNL,89,July
7/28/15,664,LAS,-1,July
7/28/15,677,RNO,-2,July
7/28/15,691,SAN,-4,July
7/28/15,693,IAH,27,July
7/28/15,704,JFK,309,July
7/28/15,705,ORD,-4,July
7/28/15,718,IAH,0,July
7/28/15,721,EWR,-1,July
7/28/15,734,ORD,0,July
7/28/15,743,BOS,17,July
7/28/15,753,DEN,11,July
7/28/15,758,JFK,2,July
7/28/15,760,JFK,13,July
7/28/15,776,ORD,-6,July
7/28/15,788,BOS,27,July
7/28/15,806,DEN,17,July
7/28/15,814,LAX,5,July
7/28/15,824,JFK,0,July
7/28/15,864,RNO,-4,July
7/28/15,887,LAX,-7,July
7/28/15,898,JFK,32,July
7/28/15,1062,MSP,10,July
7/28/15,1073,BOS,13,July
7/28/15,1076,LAX,5,July
7/28/15,1084,SEA,5,July
7/28/15,1091,DEN,-1,July
7/28/15,1092,LAS,-4,July
7/28/15,1109,DEN,19,July
7/28/15,1118,EWR,6,July
7/28/15,1120,IAH,80,July
7/28/15,1122,HNL,13,July
7/28/15,1124,SEA,-4,July
7/28/15,1135,RDU,18,July
7/28/15,1149,EWR,15,July
7/28/15,1168,EWR,-4,July
7/28/15,1178,PDX,27,July
7/28/15,1185,EWR,-2,July
7/28/15,1192,LAX,11,July
7/28/15,1197,IAH,65,July
7/28/15,1216,LAS,-9,July
7/28/15,1227,EWR,2,July
7/28/15,1247,SAN,6,July
7/28/15,1250,IAH,-3,July
7/28/15,1252,MCO,8,July
7/28/15,1257,ANC,14,July
7/28/15,1263,MCO,9,July
7/28/15,1268,IAD,17,July
7/28/15,1273,OGG,14,July
7/28/15,1401,SAN,10,July
7/28/15,1415,PDX,137,July
7/28/15,1438,EWR,7,July
7/28/15,1446,IAD,-7,July
7/28/15,1449,LAS,-7,July
7/28/15,1497,SEA,6,July
7/28/15,1498,LAX,-2,July
7/28/15,1499,IAD,9,July
7/28/15,1517,SAN,105,July
7/28/15,1523,SEA,-3,July
7/28/15,1526,SEA,2,July
7/28/15,1531,RDU,95,July
7/28/15,1563,ORD,-1,July
7/28/15,1579,LAX,29,July
7/28/15,1583,EWR,12,July
7/28/15,1586,ORD,-2,July
7/28/15,1591,ORD,127,July
7/28/15,1593,EWR,-3,July
7/28/15,1602,ATL,0,July
7/28/15,1608,EWR,1,July
7/28/15,1614,LAS,24,July
7/28/15,1616,SEA,3,July
7/28/15,1635,AUS,-6,July
7/28/15,1641,IAD,9,July
7/28/15,1645,IAD,8,July
7/28/15,1660,DEN,1,July
7/28/15,1668,ORD,1,July
7/28/15,1670,HNL,8,July
7/28/15,1671,SAN,104,July
7/28/15,1681,PHL,2,July
7/28/15,1683,EWR,0,July
7/28/15,1684,LIH,0,July
7/28/15,1686,DCA,15,July
7/28/15,1699,ATL,17,July
7/28/15,1717,ORD,13,July
7/28/15,1721,KOA,18,July
7/28/15,1723,KOA,25,July
7/28/15,1725,OGG,10,July
7/28/15,1727,IND,-2,July
7/28/15,1728,ORD,36,July
7/28/15,1731,BOS,34,July
7/28/15,1742,EWR,6,July
7/28/15,1748,AUS,23,July
7/28/15,1751,LAS,-4,July
7/28/15,1754,EWR,4,July
7/28/15,1780,SEA,57,July
7/28/15,1796,IAD,14,July
7/28/15,1867,PIT,-4,July
7/28/15,1900,PHL,15,July
7/28/15,1912,LAX,29,July
7/28/15,1914,IAH,-1,July
7/28/15,1916,DEN,-2,July
7/28/15,1922,EWR,-8,July
7/28/15,1927,IAH,9,July
7/28/15,1930,LAS,23,July
7/28/15,1937,IAH,3,July
7/28/15,1942,LAX,0,July
7/28/15,1944,EWR,-5,July
7/28/15,1946,BOS,-2,July
7/28/15,1947,BWI,25,July
7/28/15,1950,CLE,-4,July
7/28/15,1957,MCO,12,July
7/28/15,1973,ORD,30,July
7/28/15,1975,FLL,-2,July
7/28/15,1984,PDX,18,July
7/28/15,1993,IAD,8,July
7/28/15,2000,PHX,-6,July
7/29/15,73,HNL,28,July
7/29/15,205,PDX,-10,July
7/29/15,217,BOS,-8,July
7/29/15,237,STL,2,July
7/29/15,249,IAD,-5,July
7/29/15,256,AUS,-5,July
7/29/15,258,MSP,-1,July
7/29/15,268,SNA,-7,July
7/29/15,300,HNL,21,July
7/29/15,309,IAD,4,July
7/29/15,317,IND,-12,July
7/29/15,318,DEN,-4,July
7/29/15,322,IAH,18,July
7/29/15,325,BOS,-3,July
7/29/15,329,DEN,-3,July
7/29/15,330,AUS,-3,July
7/29/15,331,DEN,-7,July
7/29/15,355,IAD,-3,July
7/29/15,361,LIH,-6,July
7/29/15,367,ORD,37,July
7/29/15,394,LAS,3,July
7/29/15,401,CLE,-5,July
7/29/15,414,SAN,-3,July
7/29/15,421,IAD,-2,July
7/29/15,427,OGG,-2,July
7/29/15,433,LAX,-1,July
7/29/15,479,LAX,-5,July
7/29/15,480,PIT,-3,July
7/29/15,485,ORD,-5,July
7/29/15,497,SLC,-3,July
7/29/15,498,SAN,2,July
7/29/15,502,JFK,-3,July
7/29/15,522,PDX,-3,July
7/29/15,525,LAS,-6,July
7/29/15,540,DEN,23,July
7/29/15,551,ORD,-4,July
7/29/15,560,DFW,-3,July
7/29/15,569,AUS,0,July
7/29/15,572,ORD,0,July
7/29/15,579,DEN,-1,July
7/29/15,580,PDX,-7,July
7/29/15,583,LAS,0,July
7/29/15,591,IAH,6,July
7/29/15,611,SEA,0,July
7/29/15,614,SNA,-4,July
7/29/15,620,ORD,-3,July
7/29/15,624,ORD,-4,July
7/29/15,637,JFK,0,July
7/29/15,650,AUS,3,July
7/29/15,663,HNL,-1,July
7/29/15,677,RNO,-6,July
7/29/15,691,SAN,-4,July
7/29/15,693,IAH,-5,July
7/29/15,704,JFK,3,July
7/29/15,708,LAX,0,July
7/29/15,710,DEN,-8,July
7/29/15,718,IAH,3,July
7/29/15,721,EWR,9,July
7/29/15,734,ORD,1,July
7/29/15,743,BOS,-4,July
7/29/15,753,DEN,0,July
7/29/15,758,JFK,9,July
7/29/15,760,JFK,0,July
7/29/15,778,ORD,0,July
7/29/15,788,BOS,-5,July
7/29/15,816,LAX,4,July
7/29/15,820,ORD,7,July
7/29/15,824,JFK,8,July
7/29/15,864,RNO,-1,July
7/29/15,898,JFK,147,July
7/29/15,1004,LAX,0,July
7/29/15,1060,PHX,5,July
7/29/15,1062,MSP,6,July
7/29/15,1073,BOS,50,July
7/29/15,1084,SEA,-7,July
7/29/15,1091,DEN,-1,July
7/29/15,1092,LAS,-4,July
7/29/15,1111,EWR,-5,July
7/29/15,1118,EWR,10,July
7/29/15,1120,IAH,2,July
7/29/15,1122,HNL,7,July
7/29/15,1124,SEA,-6,July
7/29/15,1135,RDU,-4,July
7/29/15,1149,EWR,9,July
7/29/15,1168,EWR,23,July
7/29/15,1178,PDX,10,July
7/29/15,1180,LAX,49,July
7/29/15,1182,LAX,15,July
7/29/15,1192,LAX,56,July
7/29/15,1197,IAH,34,July
7/29/15,1216,LAS,-5,July
7/29/15,1227,EWR,8,July
7/29/15,1247,LAS,-4,July
7/29/15,1250,IAH,-1,July
7/29/15,1252,MCO,-1,July
7/29/15,1257,ANC,1,July
7/29/15,1263,MCO,-2,July
7/29/15,1273,OGG,35,July
7/29/15,1401,SAN,-6,July
7/29/15,1415,PDX,12,July
7/29/15,1438,EWR,13,July
7/29/15,1440,DFW,5,July
7/29/15,1453,SEA,4,July
7/29/15,1454,DEN,1,July
7/29/15,1497,SEA,8,July
7/29/15,1499,IAD,8,July
7/29/15,1517,SAN,-1,July
7/29/15,1523,SEA,-1,July
7/29/15,1526,SEA,-1,July
7/29/15,1531,RDU,12,July
7/29/15,1579,LAX,64,July
7/29/15,1583,EWR,19,July
7/29/15,1586,ORD,34,July
7/29/15,1593,EWR,-3,July
7/29/15,1602,ATL,7,July
7/29/15,1606,ORD,12,July
7/29/15,1614,LAS,8,July
7/29/15,1616,SEA,-8,July
7/29/15,1635,BOS,-4,July
7/29/15,1641,IAD,47,July
7/29/15,1645,IAD,9,July
7/29/15,1662,ORD,63,July
7/29/15,1668,ORD,4,July
7/29/15,1670,HNL,0,July
7/29/15,1671,SAN,-6,July
7/29/15,1674,EWR,6,July
7/29/15,1681,PHL,17,July
7/29/15,1683,EWR,-2,July
7/29/15,1684,LIH,1,July
7/29/15,1686,DCA,1,July
7/29/15,1699,ATL,20,July
7/29/15,1717,ORD,-4,July
7/29/15,1721,KOA,1,July
7/29/15,1723,KOA,-2,July
7/29/15,1725,OGG,3,July
7/29/15,1731,BOS,0,July
7/29/15,1742,EWR,1,July
7/29/15,1751,LAS,-1,July
7/29/15,1754,EWR,55,July
7/29/15,1780,SEA,20,July
7/29/15,1796,IAD,66,July
7/29/15,1900,PHL,24,July
7/29/15,1907,EWR,-2,July
7/29/15,1914,IAH,3,July
7/29/15,1916,DEN,3,July
7/29/15,1922,EWR,-4,July
7/29/15,1927,IAH,-1,July
7/29/15,1930,IAD,3,July
7/29/15,1937,IAH,-2,July
7/29/15,1942,LAX,69,July
7/29/15,1944,EWR,-2,July
7/29/15,1946,BOS,2,July
7/29/15,1947,BWI,71,July
7/29/15,1950,CLE,-6,July
7/29/15,1957,MCO,2,July
7/29/15,1960,LAX,23,July
7/29/15,1970,ORD,1,July
7/29/15,1973,ORD,29,July
7/29/15,1975,FLL,-2,July
7/29/15,1984,PDX,-4,July
7/29/15,1993,IAD,-3,July
7/30/15,72,LAX,51,July
7/30/15,73,HNL,19,July
7/30/15,205,PDX,-8,July
7/30/15,217,BOS,61,July
7/30/15,237,STL,30,July
7/30/15,249,IAD,80,July
7/30/15,258,MSP,-5,July
7/30/15,268,SNA,16,July
7/30/15,276,EWR,21,July
7/30/15,294,DFW,62,July
7/30/15,300,HNL,9,July
7/30/15,309,IAD,10,July
7/30/15,318,DEN,22,July
7/30/15,322,IAH,22,July
7/30/15,325,BOS,10,July
7/30/15,330,AUS,-7,July
7/30/15,355,IAD,8,July
7/30/15,361,LIH,0,July
7/30/15,390,ORD,-2,July
7/30/15,394,LAS,-6,July
7/30/15,401,CLE,-4,July
7/30/15,414,SAN,-1,July
7/30/15,427,OGG,-8,July
7/30/15,444,BOS,-2,July
7/30/15,477,ORD,-3,July
7/30/15,478,LAX,-5,July
7/30/15,479,LAX,-7,July
7/30/15,486,IAD,-6,July
7/30/15,497,SLC,-1,July
7/30/15,502,JFK,8,July
7/30/15,522,PDX,48,July
7/30/15,525,LAS,-8,July
7/30/15,569,AUS,10,July
7/30/15,572,ORD,0,July
7/30/15,574,ORD,2,July
7/30/15,580,PDX,-1,July
7/30/15,583,LAS,-1,July
7/30/15,591,IAH,-8,July
7/30/15,611,SEA,12,July
7/30/15,614,SNA,86,July
7/30/15,620,ORD,-4,July
7/30/15,637,JFK,152,July
